"id";"text"
tt0800135; I attended the World Premiere at the Toronto International Film Festival.Incredibly shot, marvelous acting and a story that will make you think strongly not only about the situation then but of the situation in our current day world. Costa-Gavras' script (co-written with Jean-Claude Grumberg) is tight and stimulating.I really hope to see this movie in theatres soon for every one to enjoy.Terrific final cameo with Aznavour!Congratulations guys. 
tt0800135; French movies about the "Events", as France called the independence war of Algeria from 1954 to 1962, are not so numerous. This one is clever, well shot (except for the framing) and wonderfully played. Olivier Gourmet is definitely one of my favorites french-speaking actors. First of all, I was cautious about the so many times used trick leading into depicting a past story from a present day perspective. It is very often a fake process intended to draw tears. I do prefer complete past stories, which also make us think about present day's similarities. I am impressed to read on this comments board the comparison made by people from everywhere with Iraq and Afghanistan. Reason Vs. emotion. But this movie is not so badly made regarding this trick. It is also a reflexion about amnesty of war criminals, the relevance of military justice and the constant hypocrisy of french people about Algeria. I regret a bit the part consisting in telling a past story from the reading of a journal written by a young officer, but Cecile de France is so lovely and she is doing well. The telling of the past story analyzes quite well also the differences of views between the army (coming from metropolitan France)and the colonial white community in Algeria. It makes me think that this war could also have resulted in an independence war in a South African or American way, setting-up the colonials free from their homeland, and leading to a segregationist state. There is a lot to think of in this movie. I am surprised that this movie had not been echoed so much. It reminded me of "Honneur d'un capitaine" (the honor of a captain), movie shot by Pierre Schoendoerffer in 1982, also telling about torture. 
tt0800135; The French film, Mon Colonel, is ostensibly about the Algerian war for independence from France in the 1950s, but it has obvious, and apparently intentional, relevance to present-day conflicts in Iraq and Afghanistan. The film is presented as a murder mystery: a color, present-day story concerning the murder of a retired colonel, wrapped around a black-and-white version of the events, years ago in Algeria, that motivated his killer. The story is gradually revealed in excerpts from a diary that are delivered to the police and the military. The diary is that of a young law student who volunteers for the army in Algeria and is assigned to assist the colonel in charge of a large town there.The framing device is a bit clumsy, but it does serve to bring the story into the present, the better for us to consider its implications. This is not done in too obvious a way: Iraq and Afghanistan are never mentioned. But we certainly get the point. We'd probably suspect something like this anyway, from the fact that the script is by Costa-Gavras, long a politically-engaged director with a leftist viewpoint, who is probably most famous for his film Z (1969), about the military junta in Greece.In particular, the Colonel has definite ideas on the uses of torture. It is to be used to extract information that could save the lives of French citizens or defeat the insurgents. It is not to be covered up, or called something else: the Colonel scandalizes visiting French dignitaries by telling them exactly how the "pacification" of his town has been achieved. And very importantly, one must dislike torture, and must not enjoy inflicting it on people. It is to be used only for serious purpose, and not to humiliate people unnecessarily. It is to be used in the service of "justice", if not necessarily "legality."The Colonel's young protA©gA© is a law student. First he is assigned to finding a legal justification for the Colonel's methods. Because of emergency laws that have been enacted, he succeeds in preparing a plausible case. Pleased with his work, the Colonel then puts him in charge of the torture. The young man has great difficulty with this assignment. Eventually he refuses to carry out his orders, and disappears under mysterious circumstances.The background for the situation is carefully shown. The French have been in Algeria for 125 years and consider it part of France. Many Algerian Arabs consider themselves to be French and some have fought for France. On the other hand France resists giving them the vote, fearing, as one senator remarks, that the parliament in Paris would be "turned into a bazaar." The towns all have signs on their outskirts proclaiming that they are French, but most of the countryside belongs to the insurgents. There is a great scene where almost the entire French (i.e. non-Arab) population of a town is driven out to the countryside, with visiting dignitaries from France, for a picnic. When the young student asks his Colonel whether this is safe, he is told that the area has been scoured for rebels for weeks, and the whole area is full of soldiers. There is even a tame Arab chieftain making a show of welcome. Obviously this is not the sort of outing the townspeople would undertake on their own.There is no doubt that the filmmakers are opposed to the Colonel and all he stands for. Even so, they give him plenty of opportunity to explain himself and try to justify his actions. The rebels are committing terror attacks against civilians, the supposedly loyal Arabs are paying off the rebels, there are spies in their midst (a friend of the young officer turns out to be one of them.) And the techniques of the Colonel, including torture and summary executions, seem to be working --- the town is "pacified." As the Colonel points out, in an insurgency, whichever side is supported by the people will win. (The Colonel is not naive in the matter of guerrilla war, he even has quotes from Mao posted on his walls to remind him how the insurgents think.) The Colonel's job is to make sure the people support him, through fear if necessary, and, temporarily at least, he succeeds.Of course we are intended to relate this film to current events in the Mideast, Abu Graib and so on. But I found it more interesting on two other levels, one, the historical, and two, as a more abstract meditation on human conduct. It made me realize that in spite of seeing the film Battle of Algiers many years ago, and reading Camus in college (his name turns up in the film, the Colonel thinks he's a traitor), I know very little of the history of the French in Algeria. I should learn more. As for the more abstract arguments, they hang in the air. What do you do about terrorism, if not to fight it by any means necessary? We know what the French did: eventually, they left. They could do that because Algeria, whatever they claimed, was never really part of France. Questions hang in the air, like an argument that has only begun.It's a good movie, believable, thought-provoking. It probably opens some old wounds in France, which would mostly, it seems, like to forget about Algeria. There is nothing minimalist about this film. It is full of the sense that thoughts, motives, actions matter, that we are responsible for our actions and had better consider them carefully. Definitely worth seeing. 
tt0800135; Superb, gripping take on France's Algeria quagmire.Not writing a review as such, just keen to share some thoughts.Spoiler Alert: The Iraq comparison hits you in the face early on. And from a western point of view Iraq is THE telling comparison.America's occupation post Saddam ouster is much more in keeping with the tone of the Algerian experience. Afghanistan, as wars go, is a more just one - fought in response to an international act of mass murder.The Colonel, although made essentially toxic by his long exposure to war, is waging, with the apparent blessing of the French military hierarchy, a campaign to bust up an insurgency and seems to have succeeded.He's displaying the whatever it takes mentality to win, isn't he?. I'm sure it wasn't only the Gestapo who practiced torture in WW11.I'm NOT saying this is right, but the film, at least for me, begs the question - is it necessarily wrong as part of an overall war-fighting/winning strategy - especially if it will save lives.The ultra naive young Lt bothered me. Completely unfit for military service, psychologically and physically.Clearly, I know he shouldn't have been in the army, let alone Algeria - joining up because of a broken heart.Spoiler Alert/s: But I was repulsed by his cowardice when he finally made it into combat but couldn't even bring himself to use his gun to save the life of a French comrade.In fact he didn't fire a single shot during the village skirmish, preferring to cower behind a stone wall, as those about him blast away at the insurgents. And HE is the one who opens the Colonel's mind to his process of bloody realpolitik, but doesn't see it until his musings about summary execution become a gut churning reality.As an earlier contributor wrote, I agree this film is more interesting for the historical/human conduct questions it raises rather than the obvious Oh-My-God! this is just like the Americans in Iraq thing!.."The Colonel", much like his job in the film, truly toys with your mind. 
tt0800135; This is a well made and relevant film that explores the moral, ethical and legal implications of war against an insurgency. Rossi, a young French soldier who is a lawyer in training enlists into the Army and goes to Algeria where the French were trying to pacify Algeria 40 years ago. Rossi's experiences with his Colonel and the methods used by the Colonel against the insurgency puts Rossi in an impossible situation. The story alternates between the war and present day where a murder investigation is under way and a mysterious diary of Rossi is being mailed anonymously in pieces by someone and read by a sympathetic and riveted female soldier who is investigating the murder that seems to be related to Rossi's diary and the events described within. 
tt1930423; I would recommend everyone to buy a DVD of this film... If you are in a very bad mood then just turn on your DVD player and watch this.. You will wonder why people call spider man, batman or superman a super hero? They are nothing compared to NO1SK!! You will feel very confident about yourself..You'll think if he could become NO1SK then i can be Root over minus 1 (What ever your name is) so easily!! It's such an inspiring movie..it will move you surely (you cant watch it without moving actually..you'll fell off chair laughing).. Acting and Direction were possibly worst.. Story cant be weaker than this.. But all these things make this an epic entertaining movie!! A must see (dramatic/romantic/action) comedy!! 
tt1930423; I went to the Rajmoni cinema a few months ago along with some of my friends with surging expectations and in the end it fulfilled it.The film was a pure laughter marathon.Now technically the film was not immaculate but still you can laugh at the silliest mistakes the director made.The shooting was done mostly in Bangkok and this film is said to be one of the biggest budget Bangladeshi film ever made. As predicted it turned out to be one of the biggest hit of all-time.The story starts with the heroine Apu Biswas . She supposedly lives in Bangkok but studies in a Degree college which indicates a bit of carelessness from the part of the director and story writer.Her father Ali Raj is a henpecked husband of dominating Nuton.In her industry the workers protested for their rights and to stop their protest she decided to assassinate their leader.The moment he was going to be executed the hero Shakib Khan came into action and saved his life fighting against millions of villains.From there on the story became the age old family crisis saga where Shakib Khan enters the heroine's house in disguise,makes her fall in love and suddenly came to know how his parents were killed.Apart from the typical storyline the movie was quite entertaining especially for those who are not expecting some award-winning piece of art.Keep everything out of your head when you enter the cinema and there is absolutely no way you can hate this.finally,YOU SHOULD NOT MISS THIS EPIC !!! 
tt1930423; Despite the movie kicking off in a rather ordinary traditional fashion, focusing on a young man moving in and out of heart breaking struggles to support himself, it eventually does take a lot of twists to make the storyline very unique. Although it was a surprise to find such a flamboyant plot in a supposedly ordinary Bangladeshi movie,I was not surprised at all by the outstanding performance by Shakib Khan who totally nailed it with his breath taking performance.Very few movies these days are able to provide such a monstrous level of humorous appetite alongside such breathtaking action along with special effects,so to sum it all up,Yet another success under the championship belt of SHAKIB KHAN !! 
tt0782839; This horror movie is a sort of agoraphobic psychological thriller. The story is simple, but has an interesting "big" twist and some good elements. It is however not quite enough to have you riveted the whole way through, as even with its short running time, the movie is quite slow-paced and some story elements are less interesting although they are mostly necessary as one understands once the twist is revealed... On the other hand, it does allow for good acting by the two female leads, good camera-work and genuine scary moments.A neat, sly, little story that could have benefited from a little be more complexity, but that still works as a brainteaser and for the atmosphere and scare factor. 
tt0782839; It's incredible the level of art of this picture, including photography, art design, direction and VFX.This is one of the first films in Spanish which brings together all these fabulous value - added items, as a great art concept, really good VFX and a great score.Aditionally, it has a tremendous script, which turns around sinister and usual fears of humans, specially in our modern times.It's also one of the first movies in Latinamerica and Spain which is going to be produced as remake. The actors are at a top level, specially the performances of NoA´lle Schonwald and Julieth Restrepo. 
tt0782839; I went to see this movie with high expectations, mainly because a Horror movie made in Colombia is something you can't watch everyday. What i've found was a very good color quality, good use of sound but a quite poor story, a Colombian remake of "A tale of two sisters".I really enjoy Colombian films, mostly because they're original, and our filmmakers don't use to repeat a story... every story has a different spark. But honestly and sincerely, this movie sounded like "Hey, we're Colombian filmmakers, we also know how to make a long-black-haired lady coming out wet from a bath tube and with an erratic way of moving" ... so commercial, so American-remake ... in other words: "Roy Lee, this is your movie, we've made this for you" I'm sure Kidman could be nuts if she really wants to participate in a remake of this movie... this is not gonna work, i'm sure. 
tt0782839; Is nice to watch a Colombian movie that is not about drug dealers, the paramilitary conflict or hit men. Even though the movie is not scary as many other i've watched it's really entertained and it keeps you wondering what's going on all the time.This movie also shows that there's no need to have a lot of character to make a great film.I haven't watched the Mexican version of this movie yet, but I heard that is not as good as the Colombian one. Can't wait to watch the Hollywood version, which by the way was announce a long time ago but we still don't have it. 
tt0782839; "At the End of the Spectra" is a better than expected though flawed ghost film.**SPOILERS**Going out to the countryside, Vega, (Noelle Schonwald) arrives at an isolated apartment building and hopes the trip will help her deal with her newly-found sense of paranoia, as she finds the solitude encouraging. Exploring the place, she begins to grow more acclimated to it, which doesn't sit well with her father, (Kepa Amuchastegui) who doesn't like her being alone. After a few more days being alone, she starts to think that someone is in the apartment with her, and learns from neighbor TulipA!n, (Julieth Restrepo) about a former resident who spent years in a mental hospital recovering from a deadly disease before dying. Convinced that is the ghost which has been haunting the place, she tries to find a way of helping to get rid of it before it does her and others harm.The Good News: There was some good stuff here at times. One of the best features is that, even though the film isn't the fastest moving film around, it's still actually a benefit to the film during this time. Even though it's not really featuring any ghost action at all, which doesn't come until the second half, and is in bits and spurts during that point anyway, leaving only a couple of scenes that are actually somewhat interesting in most senses, yet this one doesn't really have that much of a bad sense about it, letting it's early parts breathe quite easily and it makes it somewhat easy to get into, even though those looking for a fast-moving film won't be too impressed. Another good part is the aforementioned ghost attacks in the second half, which are quite fun. There's a couple of really good scenes shown on a closed-circuit TV, including a really good one while she's sleeping that plays just as well as anything coming out of Asia at the moment, the shots out into the hallway that reveal what a peephole doesn't is actually quite impressive, and there's a couple more fun scenes that show-up later on to make it seem quite fun and enjoyable. There's even two big, high-profile attack scenes inside a bathtub, of all places, that manages to score quite highly with some thrilling action and a fun outcome each time, as well as being the only time throughout the film any blood is shown, making them all the better due to that fact. The last plus is the fact that, as well as all these scenes, the final encounter in here is just a lot of fun and manages to be one of the best features. These here are the film's good points.The Bad News: There was a couple of flaws in this one. One of the biggest is a point mentioned earlier, that the film doesn't move at all that fast despite being so short. This one feels much longer than it really is, as the beginning of this one is so hard to get into. There's no excitement in these scenes at all, they just drag on and on and on due to it being almost the exact same thing being repeated where she gets into her surroundings and starts to freak out over something before looking around and seeing nothing. That is pretty much the extent of the first half of the film, punctuated by appearances from one or two people through a peephole, but even those moments are kept at a minimum due to it going right back to previous events. This just makes the film such a chore at times, and while it actually manages to stay on topic and not get bogged down in useless subplots, the effect is not a fast-moving film in any way. The only other real problem here is the fact that the film is really quite confusing during the end, where, through a combination of chaotic camera-work, near-absence of dialog and a cramped location, it's impossible to tell what exactly has happened. Nothing is really explained, just it showcases a succession of activity without really doing anything to say what it meant or what officially happened, as the whole thing transpires without us knowing what's happening, and it makes for a disjointed effort at times. These here are all that's really wrong with it.The Final Verdict: While not perfect in any event, this one still has enough good points to make it a viable, if unnecessary entry. Really only recommended to those who enjoy the slower-burning horror entries or are a ghost-film completist, while those not too fond of those or aren't impressed should heed caution.Rated R: Violence and some Language 
tt0782839; If you have another guerrilla, narc-traffic, "sicario" script ready to shoot, way to go, man!!! Those are the kind of movies Colombia needs to change our reality.I didn't know every writer, singer, painter, sculptor, reporter or filmmaker in Colombia had to write, sing, paint, sculpt, report or shoot only our problems not to be called infamous or indifferent.Good luck with your movies about our "hurt nation" and good luck to those whose movies distract us and entertain us to avoid that reality just for a couple of hours. I'm not indifferent or infamous just because of that, I love my country and it hurts like hell everything that happens here, whether a movie shows me or not how overwhelming our reality can be.You are another one of that disrespectful Colombian pseudo-artist who don't allow our reality to change by not showing just a little bit of respect for somebody else's expression of art. 
tt0782839; After a highly traumatic event,due to which she becomes the victim of extreme agoraphobia Vega is forced to spend some time far away from work.By her father's recommendation, she decides to move to a new apartment,where she begins living as a hermit,abruptly changing her lifestyle.She begins having strange visions with no explanations and hearing voices she can't ignore."Al Final del Espectro" was released on DVD in Poland few days ago,so I had to pick it up.It's surely influenced by Japanese modern ghost movies like "Ringu" or "Dark Water"-on the other hand there is plenty of claustrophobic atmosphere as Vega is terrified to leave her home,yet equally scared to stay and face her unknown tormentor.The acting is great,the camera work is splendid and the climax offers a nice twist.Nicole Kidman will be co-producing and acting as Vega in the American remake that will be directed by Juan Felipe Orozco himself. 
tt0782839; I went to see this movie with high hopes of finding an interesting and original plot and was nothing but disappointed. Edition and sound effects are OK, but the plot loses momentum after the first 30 minutes and then the story goes downhill, with a really bad twist. In sum, the movie blends The Grudge, The Ring and The Others in a dreadful way that leaves some of the characters' roles hanging without conclusion. It is, nonetheless, a good attempt of presenting a film proposal other than the typical drug-related story in Colombia. The director was very resourceful and took good care of color grading and light. Noelle Schonwald is a promising actress and Kepa Amuchastegui proved why he is so respected in Colombia. 
tt0782839; This Colombian-made thriller may not win any prizes for originality, but what it does, it does well. Effectively blending elements lifted from Repulsion and countless J-horror films, Al Final del Espectro stars the marvelous Noelle Schonwald as Vega, a filmmaker trying to recover from the shock of seeing her boyfriend almost killed on the job. Her father sets her up in a dank apartment, where she installs several closed circuit cameras to bring order and safety to her world. Of course, the effect of the cameras is the exact opposite of what she intends, and strange and spooky events begin to unfold on the grainy VCR footage. Schonwald's performance reminded me of early Christina Ricci, physically, she looks like an adult version of little Kyra Schon, the terrifying child zombie from the original Night of the Living Dead. This is an extremely claustrophobic thriller that works magnificently until the third act revelations, which unfortunately leech much of the mystery and horror out of the film--a mistake not made by Polanski in Repulsion. Still and all, this is an above average chiller from a country not usually associated with the genre. 
tt0782839; When I heard that Colombia would make a horror movie, at last, I felt like a little boy waiting for a candy, I'd seen how some countries from the distant east have increased their interesting for horror films, for instance, the grudge or the eye filled my expectations, they were really scary movies, but this one failed at the time of supporting the plot alive during the whole movie, sometimes I fell asleep, thought it had some scaring-peaks. I liked Noelle acting, she was one of the good things that had this movie.I think that "al final del espectro" was a good attempt, but it couldn't let the typical slowness that it has characterized the Colombian cinema. 
tt1834824; Shadows and Faces is the first and only film I watched depicting the ethnic conflict between Cypriot Greeks and Cypriot Turks in 1963. I must say it was a little different from what we had been told and taught. I liked the film for lots of reasons but one of the most important reasons was how they handled this delicate issue with a relatively objective manner and without much nationalist propaganda. The title is perfect for the film implying some people seeing ever-growing dark shadows of other people instead of seeing them as they really are. The shadow puppets and puppeteers are also perfect metaphors artistically used in the film. The very shadow play called "Karagoz / Karagiozis" is a great choice as well since it exists both in Turkish and Greek culture. As for acting, I especially liked Hazar Erguclu's Ruhsar character and Popi Avraam's Anna character. You could relate to many people in the film and character development during changing situations was worth watching. I recommend this film to everyone interested in the changeable human nature. 
tt1834824; The blurb tells the depicted period ends in 1963 and I was a little disappointed because "Operation Atilla" 1974 which led to the tragic split of Cyprus is more interesting. If this film is a meal, I am just half full.History and politics may be the mainstay, the more interesting is the responses of the villagers. They are reflections of human vulnerability under fear or threat. Both Greek and Turk Cypriots are actually living in perfect harmony: they eat, they date, they mate on the same island without any conflicts. After a politically unstable inkling emerges, the old (Anna, Veli) are imperturbable while the young impulsive, impatient.Veli may appear to be naAóve, indecisive, weak in fighting against the ruthless Greeks. Nevertheless, he has faith in people, just like Anna, she believes her neighbours, her friends' goodness. They are both for peace and that's the true nature of the Cypriots.On the contrary, the inexperienced young hearts are easily incited. Ahmet voluntarily spies on the neighbours even though his mom keeps reminding him to be calm. His wish of displaying gallantry directly causes the death of an innocent Turk shepherd. The bullet from his uncle's pistol crosses the Rubicon, making the fissure even more irreparable.If I were Ruhsar, I of course would also feel impatient in that uncertain situation. Her wish is pure and direct: getting back the lost father. And, with the divine blessings, the daughter-father reunion at the end is sweet. Yet, when looking back in the later day, she may/might find it unnecessary to sacrifice so many innocent lives for that.Sinister lull with boiling agitation in the surroundings is a perfect culprit for the wake-up/birth of impatience which leads to a irremediably wrong step. Always, always, patience and sound judgment are products of time and heart. 
tt1834824; I caught Golgeler ve Suretler (Shadows And Faces)at the Istanbul film festival a few days ago. I have enjoyed several films by the director Dervis Zaim. In short: On the human level Golgeler ve Suretler is a passable drama, but ultimately flawed by by falling back into Turkish nationalist myths about events on Cyprus.The film is set in 1963, which is one of several point of violence in the history of Cyprus. As background, at this time Cyprus was just independent and there were complex negotiations to establish a government given the 80% Greek and 17% Turkish populations and Greece's and Turkey's own interests.The film, as a human drama focuses on the inter-communal tensions, but as a result audiences miss the fact that the real tensions on Cyprus derived directly and almost entirely from factors outside of Cyprus, specifically in Athens and Ankara. Audiences will not appreciate a key and very important aspect of Cyprus, which is precisely that the ethnic Greek and Turks there in fact lived extremely well together in highly peaceful and tolerant atmosphere.We know now that the first mosques blown up in 62-63 were blown up by Turkish security personnel from the mainland under orders from our Army then ruling Turkey in all but name.* Several Turkish Cypriot leaders (those advocating a untied Republic) were assassinated by the same Turkish forces. These atrocities were falsely blamed on the Greeks, setting off violent reprisals against Greek civilians, destruction of Churches, which in turn then set off bigger reprisals by Greeks.As most who know the history of Cyprus know, ultimately, in the mid-1970's, the Greek government in Athens, then a US-backed military dictatorship attempted a full takeover of Cyprus, resisted actually by the Greek Cypriots, but nonetheless triggered a full scale invasion by Ankara's generals, which catastrophised the entire country, including the Turkish Cypriots Ankara was claiming to "protect." There is another problem, at the level of dramatic portrayal. The characters are more than unbalanced. EG Greek Cypriot characters in the film are run the range of good to totally evil, and Turkish Cypriot characters run from the good to the good.I think the acting by Hazar Erguclu (Rushar) is particularly good. And that character of the young daughter is quite well fleshed out. Many of the other characters though are caricatures, quite frankly as thin as the two dimensional shadow puppets one of the lead characters works with. For example Uncle Veli, who is a Turkish Cypriot town leader, who has a good relationship with the Greek Cypriots, is portrayed as hopelessly naive. The character of young hot headed Turk-hating Greek "Thanassi" is an absurdly shallow lumping of every stereotype in Turkey against Greeks.In Turkey we are just barely climbing out of the pervasive ultra-nationalist and xenophobic haze of the past 90 years. In this nationalist narrative all our neighbors and our own minorities past and present are all enemies and traitors. One would have thought we had reached a point in Turkey were a more truthful and balanced film could be made. Dervis Ziam film at times moves one baby step in that direction, but overall falls back to repeating myths.Lastly, I am very interested in this period as while I am from mainland Turkey, my wife is Turkish Cypriot and the stories she tells are utterly different than the narrative I was educated in. She tells of cooperation, friendship, integration and respect between Turks and Greeks on Cyprus. She tells of her people then and now wanting a a single Cyprus not under Greece or Turkey. That is the real voice of these beleaguered people.I look forward when our directors can be a bit more courageous about our history.* On our military's bombing of our mosques in order to blame the Greek Cypriots and set the Cyprus conflict in motion, google "YirmibeA<U+009F>oƒ<U+009F>lu" (the Turkish three star general General who participated in ordering the secret bombings) as well as "Bayraktar" and "A<U+0096>meriye" mosques. The revelations came early in 2011. There are already some scholarly articles confirming it as well as confirmation in our more sober press. The event was essentially a repeat of when our Turkish government secretly bombed Ataturk's birthplace and blamed Greeks triggering wide-scale violent riots against the remaining Greek in Turkey in the 1950's (see wikipedia "Istanbul Pogrom") 
tt0104382;  Peter is doing his military service in the north part of Sweden. One day he finds out that his best friend is fooling around with his girlfriend, who lives in Stockholm. He goes AWOL so that he can travel to Stockholm and confront her. On the way down he meets Hanna, who travel with her father, a scatterbrained knifes salesman played wonderfully by Kjell Bergqvist. This is the beginning of a fantastic lovestory. 
tt0104382; HIGHLY UNDERRATED - 5.2/10 IS A JOKE!!Wonderful comedy (and romance) about a young Swedish guy doing his military service in the north of Sweden while drifting apart from his girlfriend back home in Stockholm! He stumbles in to a girl that later helps him getting back to Stockholm so he can solve some issues/problems with his girlfriend - and of course an attraction between the two is unavoidable..The characters develops an amazing chemistry and they all goes to the to heart of the viewers - overall the characters feels very genuine and original and the movie heartwarming! I'll give it a 10/10 cause of the pure entertainment you get out from it! 
tt0367104;  What a story, just look at this movie with your family or your friends or with your brother or sister, it will feel better. Why? (easy question) because this movie definitely very very funny. The first time I saw this movie with my sisters we all laugh so hard. Just look at Miriam Yeung acting as an undercover cop who very coincidence liked by Daniel Wu (that was the first time I saw Daniel), she was so funny. Beside this movie is not having a short plot like other movies.I should say to the director that he was succeed to make this movie as one of the best from Hong Kong's Cinema.Daniel as a prince charming and Miriam as a modern and funny cinderella, why not? 
tt0367104;  Although Love Undercover isn't one of the best movies around, I believe it's worth watching. Fans of the romantic comedy genre and of Hong Kong stars Miriam Yeung and Daniel Wu as both the male and female leads, will find this movie worth their while. The suddenly flamting Daniel Wu seems to be everywhere these days and he'll probably go up from there. Miriam Yeung is adorable - it is no wonder why she is at the top of the box office. She'so at the top of her league - undeniably the best comedic actress around today. Sammi Cheng - she's hot on your tail! Pick it up - it'll give you some laughs and eye candy as well. :)  
tt0367104;  surprisingly salaeble last year but comments went very extreme. perhaps hong kong's undergoing a transformation in culture.  to those who in it find nothing enjoyable may also find nothing funny and even feel  uncomfortable in this comedy. there seems to be a stab at the traditional value although not so sharp is it. so no wonder some people really get riled with its style. but something traditional or conventional is still preserved.  like Pretty Woman, the love story offers a every-girl dream - a charming, rich and loyal boy friend.  quite entertaining and some parts even moving. reason of course is not the main concern. in fact everything goes crazy. but can audiences other than those living here can grasp the humour ??? that's a question.  perhaps it can be viewed as a key to understand the philosophy of new generation. the style reminds me of Johnny English. so take it easy. it's a nice comedy but please don't expect too much. 5/10 
tt0367104; I watched this film based on all the good audience reviews I read. If anyone wants to see 2 fine actors such as Daniel Wu and Miriam Yeung performing in a wonderful, charming, romantic comedy then I'd have no hesitation in recommending ...Drink Drank Drunk.If on the other hand staring at Daniel Wu for 2 hours would be entertaining for you, then Love Undercover is just the ticket!Miriam plays a lovably dumb Policewoman who stumbles her way onto a case involving triads. Hunky Daniel plays the son of a triad who becomes enamoured by Miriam. Miriam likes Daniel but wonders is he or isn't he (a triad). The majority of the target audience are probably also wondering is he or isn't he (gonna take his shirt off).This film is basically Police Academy set in Hong Kong. It's a little silly, a little juvenile, and also a little charming. It's good but not that good. 
tt0367104; This movie is the best. A romantic comedy with Miriam Yeung, she is a great actress. To tell you the truth this is the first time i had ever seen Daniel Wu. i have seen Miriam before but not Daniel, he is a total babe. In one scene they were protecting the dad because there was a bullet went through a banana because they are all undercover cops they protect him but he gets more beat up and not a bullet in him. And Kuen ( Miriam Yeung) falls in love with the "target" aka Hoi (Daniel Wu) and them she gets taken of her case. And they get back together planning to get married and he doesn't know that she is cop still and her since her father was shot that was before she got taken of the case finds out from her trusty ketchup bottle that has a mic, she finds out that he is going to kill Micky. And from then she stops the killing and they break up she gets shot by his ex girlfriend which he never liked and was jealous of kuen so its happily ever after and they get together. 
tt0132379;NA
tt0496595;NA
tt1684567; WOW! This film is rather difficult to review. It was also rather difficult to watch. Before I begin listing the numerous negatives, I'll start by saying that at least VISIBLE SCARS kept me watching until the very end. This is partly due to the fact that the main character and her best friend are rather easy on the eye and there's also a rather cute, albeit annoying, hippie chick. It's also partly due to the fact that I respect Tom Sizemore (Heart & Souls, Natural Born Killers, Saving Private Ryan, True Romance) and I was desperately trying to understand his motives for lending his name to this seemingly low-grade nonsense. He must've owed someone a favour.The opening scene gripped me mildly and I was hoping to be gripped tighter as the film went on. Alas, the B-grade acting failed to improve, the plot was all over the place, the death sequences were pathetic and (without spoiling anything) the less said about the ending, the better. By the halfway mark I began to ask myself why I hadn't turned it off yet. It's mainly because I still wasn't sure where they were going with the plot. Unfortunately I don't mean that in a good way. Even though I was rooting for the end credits to roll, during the final 30 seconds I found myself thinking, "The credits better NOT be about to roll... because if they are... this film went absolutely nowhere!" Then the end credits rolled.To sum up, VISIBLE SCARS is an atrociously acted, shoddily scripted, mindless mess that begins and ends nowhere. I can't explain my reasons for rating it 4/10 as opposed to 1/10 without adding a spoiler alert. Needless to say I'm being VERY generous. Don't bother watching it unless you're a huge fan of bad horror flicks and you're totally desperate. Watch Guillermo del Toro's MAMA instead.Check out my IMDb List for some better suggestions. "HORROR/THRILLER: Obscure, Overlooked & Underrated" http://www.imdb.com/list/8QFZ78e4Ar8/ :) 
tt1684567; Visible Scars is an indie thriller, which released in the middle of April. This title won "Best Picture" at the 2012 Shockfest and there is a reason why. This multi-genred film builds momentum as it moves through Acts II and III. Beginning slowly, Visible Scars draws the viewer in to a story of abuse, which later turns into murder. This title is a compelling film, with an intriguing conclusion.The story is dual in nature. The film begins with two sisters, who are kidnapped by a psychopathic man and killer. They are raised in poor conditions, until their new home is destroyed by an accidental fire. The film moves ahead several years. The second half of the story involves a new group of characters. Stacy (Jillian Murray) is a young girl who is looking for peace of mind. She has recently been abused by her boyfriend, Brad (Jonas Fisch). So, she seeks shelter in some local woods. Unfortunately for Stacy, these woods are now ruled by a bloodthirsty tour de force. Let the mayhem begin! Some of that mayhem can be found in the film's wide assortment of characters. Viewers should try and spot the protagonist. Is there one? Instead of a hero or central figure leading the story, there are numerous minor characters introduced and outroduced often and quickly. The minor cast of characters are still multiplying into the third act of the film and even ten minutes before the film ends. This is an unusual way to develop a story. Yet, the narrative works, by keeping events on screen interesting, with all of these diverse personalities.The film also pulls off a bait and switch, in regards to genres. Visible Scars begins as a crime thriller. An early murder takes place and then a kidnapping. So, viewers might be expecting a simple detective story to take place. But, at the midpoint of the film, the genre changes to horror, unexpectedly. The criminal investigation is mostly forgotten as more and more bodies turn up in some woodland. The gore increases along with the bloodflow and a few viewers might not know who is causing all of the chaos. There are a few surprises to be found in this feature, which is one of the film's more enjoyable elements.Visible Scars is a compelling and very watchable feature. Richard Turke's first feature film is well shot. There are several great external shots involving natural scenery. The setting is a sight to see. As well, the acting in this feature is well done. Actress Jillian Murray brings a great performance with her character Stacy. Stacy has a few personalities hidden under her beautiful exterior. And, Murray hints at her character's strangeness. Other actors bring equally solid performances. Also, Visible Scars picks up speed as it moves through the film's climax and into the conclusion. Just when you expect the film to keep going, it ends too soon and the open ending might leave some wanting more. These elements and many more make this indie thriller a must-see.Visible Scars was released, in this critic's opinion, under-the-radar April 6th, 2013 on DVD. This title is available for only a few dollars ($5-6) and this horror film fanatic would recommend this film to fans of indie thrillers. Though, viewers will have to be patient as Visible Scars takes awhile to develop. But, the payoff and ensuing chaos is well worth the wait. Visible Scars is a must-see that most will not forget. And, some viewers will even be expecting a sequel. 
