"id";"link";"Title";"Year";"Time";"Relase";"Genre";"Storyline";"MPAA";"Country";"Ratings";"Ratings_max";"Users";"Reviews_number";"Budget";"Keywords";"Description";"Oscar";"Another_awards";"Nominations";"Music";"Produced";"Actors";"Director"
tt3204696;http://www.imdb.com/title/tt3204696/;Quan Min Mu Ji;2013;119 min; 13 September 2013 (China) ;Drama;NA;NA;China;7.1;10;321;2 user;NA;NA; The first half of life is passion, the last of it is family bonds, while between them two is full of affairs. Does LOVE really exit and matter? What is LOVE? What is TRUE LOVE? Director doesn't try to give each a definition, and the answers are beneath the 5 stories from which you can get your uniquely new opinion.              ;NA;NA;2;Zhuoxin Yang;Kai Xiao;Sicheng Chen@Jiajia Deng@Aaron Kwok@Hongjie Ni@Honglei Sun@Liya Tong@Nan Yu@Lixin Zhao@Weitong Zhou;Xing Fei
tt0116055;http://www.imdb.com/title/tt0116055/;Deadly Heroes;1993;105 min; 26 November 1994 (Japan) ;Action@Drama; Ex-Navy SEAL Brad Cartowski is injured during an attack at Athens airport by terrorists who kidnap his wife and fly her on a hijacked plane to North Africa. Cartowski goes in pursuit, aided by another ex-SEAL, Cody Grant. Cartowski soon finds the terrorists' hide-out but is captured and electro-tortured before he manages to escape. He soon returns with reinforcements to rescue his wife and to wreak vengeance on Carlos, head of the terrorist ring.                Written by dinky-4 of Minneapolis            ;Rated R for violence, language, and some nudity;English;3.4;10;318;14 user;NA;attack@airport@male torturing male@exploding building@rocket launcher@special forces@mixed martial arts@martial arts@chase@fictional war@behind enemy lines@siege@pistol@cult film@battlefield@die hard scenario@semiautomatic pistol@disarming someone@fistfight@brawl@blood@blood spatter@grenade launcher@hand grenade@m 16@ak 47@uzi@commando raid@commando@commando unit@bomb@machine gun@shootout@battle@violence@combat@commando mission@tough guy@warrior@action hero@hero@water thrown into someone's face@walking on a ledge@underwater photography@shower@policeman@motorboat@hotel@hospital@gun@fence cutting@falling to death@explosion@car chase@athens greece@neck breaking@bare chested male@bare chested male bondage@paramilitary@hostage@hijacking@family in danger@electric torture@boxer shorts@blindfold@female nudity@navy@navy sea air and land force@island@garrote@libya@shot in the forehead@hit in the crotch@throat slitting@kidnapping@terrorism@submarine@cia@torture; Ex-Navy SEAL Brad Cartowski is injured during an attack at Athens airport by terrorists who kidnap his wife and fly her on a hijacked plane to North Africa. Cartowski goes in pursuit, aided by another ex-SEAL, Cody Grant. Cartowski soon finds the terrorists' hide-out but is captured and electro-tortured before he manages to escape. He soon returns with reinforcements to rescue his wife and to wreak vengeance on Carlos, head of the terrorist ring.              ;NA;NA;NA;Lawrence Shragge;Yael Golan@Helder Goncalves@Damian Lee@Jeff Sackman@Bradley J. Sherman@Donald A. Starr;Michael Paré@Claudette Mink@Jan-Michael Vincent@Billy Drago@Juliano Mer-Khamis@Alon Aboutboul@Galit Giat@John Phillips@Gabi Amrani@Dean Bloch@Jack Whitaker@Jack Adalist@Steve Greenstein@Jack Messinger@Uri Gavriel@Shalom Kenan@Yehuda Efroni@Menahem Einy@Michael Greenspan@Menahem Golan@Isa Alkalai@Hilde Levin@Avraham Bar-Orion@Meira Pinhassi@Tzvia Silverberg;Menahem Golan
tt0339266;http://www.imdb.com/title/tt0339266/;Konjanik;2003;105 min; 19 July 2003 (Croatia) ;Drama@History@Romance;NA;NA;Serbo-Croatian@Croatian;7.2;10;317;3 user;NA;one word title; A small border post on the Yugoslav-Albanian border in the spring of 1987. Frustrated and always drunk, lieutenant Pasic feels a strange pain in his groins. He seeks help from the only doctor among the soldiers, Sinisa, who diagnoses a sexually transmitted disease. Not wishing his wife to know about it and trying to find excuses not to go home, he declares a state of emergency, claiming that the Albanian army is preparing an attack against Yugoslavia. A joke transforms into war hysteria: soldiers dig trenches, Pasic grows wilder as the days go by, Sinisa embarks on a dangerous liaison, and his best friend Ljuba decides to leave the army. The situation slowly runs out of control...              ;NA;2;NA;Kries@Mojmir Novakovic@Igor Savin;Stanislav Babic;Niksa Kuselj@Zrinka Cvitesic@Goran Grgic@Danko Ljustina@Mladen Vulic@Dejan Acimovic@Miro Barnjak@Dragan Despot@Mirsad Elezi@Nada Gacesic@Gordana Gadzic@Dinka Grubisic@Mate Gulin@Hana Hegedusic@Nikola Ivkovic@Zarko Ivkovic@Armin Jazvin@Niko Kovac@Petar Leventic@Edvin Liveric@Sreten Mokrovic@Filip Nola@Bozidar Oreskovic@Galiano Pahor@Borko Peric@Zijah Sokolovic@Vesna Tominac@Marko Torjanac;Branko Ivanda
tt3175936;http://www.imdb.com/title/tt3175936/;Bei tou zou de na wu nian;2013;111 min; 29 August 2013 (China) ;Romance;NA;NA;China;5.9;10;319;3 user;NA;NA; City girl Jiajia is traveling to Seattle to give birth to the son who's going to help her win over her rich, married boyfriend. Armed with his unlimited credit card and the singular goal of bringing a little U.S. citizen back to Beijing, Jiajia knows how to play this game of modern love. But when Jiajia arrives in Seattle, the city which inspired her favorite movie Sleepless in Seattle, nothing goes right: she's stuck sharing a small house with two other pregnant ladies, she has trouble reaching her boyfriend on the phone, and eventually, even the credit card stops working. To top that off, the only person willing to spend time with her is her driver Frank. Frank is the opposite of everything she ever wanted in a man... or could he be exactly the kind of guy she really needs?              ;NA;NA;NA;Henry Lai;Daniel Chan@Peggy Chiao;Amber An@Baihe Bai@Hsiao-chuan Chang@Christine Fan@Ken Lin@Queenie Tai@Kwan-Ho Tse;Chun-Chun Wong
tt1104069;http://www.imdb.com/title/tt1104069/;Hamsafar;1975;NA;NA;NA;NA;NA; Add content advisory for parents@Persian;6.8;10;318;1 user;NA;NA; During the Iran-Iraq war, a television cinematographer, having financial problems, needs to get a loan from the TV to complete his half-built flat so one of his colleagues suggests him going to the war zone under the pretext of making a documentary about the Iraqi captives for the sake of accompanying another man who is so influential in TV's treasury, so that he can take his loan more easily. However he doesn't want to get to the line of fire, his sanctimonious demeanor leads him to something more precious than what he started his journey for.              ;NA;NA;NA;Varuzhan;Mehdi Mosayyebi;Behrouz Vossoughi@Googoosh@Hamideh Kheirabadi@Nematollah Gorji@Reza Karam Rezai@Asghar Semsarzade@Garshasb Raoufi@Fahimeh Amouzandeh@Farhad Hamidi@Malihe Nasiri@Hossein Shahab@Zabihollah Zabihpoor;Masud Asadollahi
tt0810954;http://www.imdb.com/title/tt0810954/;Luksusowy samochód;2006;88 min; 27 September 2006 (France) ;Drama; A country schoolteacher reaching retirement comes to Wuhan in search of his only son. His dying wife has requested to see her boy one last time. He is met by his daughter Yanhong who works as an escort in a karaoke bar. Yanhong introduces him to a policeman who sympathizes with his plight and agrees to help him to find his son. The two quickly become friends. Yanhong also presents her father to her boyfriend, the owner of the karaoke, an older man, who drives a luxury car. However when the four of them meet for dinner one night the old policeman recognizes the boyfriend as a man he arrested over ten years ago...                Written by Cannes Film Festival            ;NA;Mandarin;6.6;10;317;5 user;NA;NA; A country schoolteacher reaching retirement comes to Wuhan in search of his only son. His dying wife has requested to see her boy one last time. He is met by his daughter Yanhong who works as an escort in a karaoke bar. Yanhong introduces him to a policeman who sympathizes with his plight and agrees to help him to find his son. The two quickly become friends. Yanhong also presents her father to her boyfriend, the owner of the karaoke, an older man, who drives a luxury car. However when the four of them meet for dinner one night the old policeman recognizes the boyfriend as a man he arrested over ten years ago...              ;NA;NA;NA;He Xiao;Sylvain Bursztejn@Yonghong Mao;He Huang@Yiqing Li@Yuan Tian@Youcai Wu;Chao Wang
tt1282083;http://www.imdb.com/title/tt1282083/;Shoot the Duke;2009;77 min; 3 December 2009 (Germany) ;Action@Comedy@Thriller;NA;NA;Germany;3.8;10;317;2 user;NA;accountant@torture@torturer@surgery@stabbed with a scalpel@shot in the abdomen@shot in the head@shot in the arm@shooting@security guard@russian@rookie doctor@reference to macgyver@reference to the brothers kazaramov@pregnancy@police officer@police informant@police chief@phone line cut@operating room@nurse@murder@motorcycle@morgue@mobster@mob hit@mob boss@zip drive@indian man@husband wife relationship@hummer@hospital@hitman@hiding@hiding in a closet@gun@german@flatlining@fight@dirty cop@defibrillation@deaf mute@contract killer@closed hospital@brother sister relationship@bomb@betrayal@assault weapon@anesthetic@title in title@title spoken by character@character name in title; A former professional golfer turned motivational speaker seems to have it all. After being attacked near her home she retreats to her country estate on Shelter Island with her live in girlfriend. A severe storm hits the island taking out the phone and electricity, add a mysterious stranger and a creepy sheriff and you have the set up for a thriller where all and who are not what they seem.              ;NA;NA;NA;Tom Dokoupil;Dominik Frankowski@Volker Hahn@Tim Luna@Gertjan Rooijakkers@Ica Souvignier@Michael Souvignier;Stephen Baldwin@Bettina Zimmermann@Thomas Heinze@Matthias Dietrich@Kostas Sommer@John Friedmann@Axel Wedekind@Sanjay Shihora@Vivian Viehof@Nina Kristin@Ben Posener@Tom Strauss@Clayton Nemrow@Alex Tondowski@Ron Matz@Christian Blietz;Stephen Manuel
tt0160547;http://www.imdb.com/title/tt0160547/;More Dogs Than Bones;2000;99 min; 14 July 2000 (Italy) ;Comedy@Drama; A series of mishaps and misfortunes over $1 million in cash leads to murder, mayhem and greed.            ;NA;English;5.0;10;319;9 user;        $7,000,000         ;greed@murder@bound and gagged@double cross@dogcatcher@apartment@black comedy@magic@chewing gum@aviation@lost money@dog@graffiti@uncle nephew relationship@independent film@surprise ending; Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, "Wild Bill" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so "Wild Bill" fires the coach and hires her. She takes the bunch of overpaid prima donnas that make up the team and turns them around. But the owner hopes to move the team, now the darling of the New York fans, to St. Louis. He may OWN the team, but it BELONGS to the city and the fans!              ;NA;NA;NA;Stewart Copeland;Ehud Bleiberg@Yitzhak Ginsberg@Harel Goldstein@Miriam Leffert@Raimond Reynolds@Brittany Taylor;Joe Mantegna@Peter Coyote@Mercedes Ruehl@Debi Mazar@Paul Hipp@D.B. Woodside@Glenn Shadix@Ajay Naidu@Chaim Girafi@Louise Fletcher@Whoopi Goldberg@Pat Healy@Michael Maize@Andrew Steel@Kevin Weisman@Robin Thomas Grossman@Eddie Kaye Thomas@Mik Scriba;Michael Browning
tt1617207;http://www.imdb.com/title/tt1617207/;Trick;2010;NA; 12 March 2010 (Poland) ;Action; Kidnappers demand six million in ransom, but the United Nations does not negotiate with terrorist. One of the best counterfeiters is serving a lengthy prison term and the agent who arrested him needs his help.            ;NA;Polish@English@French@Russian;5.7;10;318;|;        PLN 4,651,916      ;ransom@prison@counterfeiter@wig@terrorist attack@exploding car@forgery@hundred dollar bill@gun@money; Film study of alcoholism based on the book by Jerzy Pilch. The main hero - George is an alcoholic, regularly returning to the clinic for rehab. Originally do not believe in the possibility of winning the habit, each time after leaving the clinic, after several months of treatment, he goes to the pub "Under the Mighty Angel". The situation changes when George falls in love with a young girl. The clinic foundation of therapy is to read their own experiences with alcohol. Exploring the dramatic stories range of characters, including a priest, a director, officer, the driver.              ;NA;NA;NA;Piotr Sliskowski;Pawel Mykietyn;Piotr Adamczyk@Marian Dziedziel@Andrzej Chyra@Jerzy Trela@Karolina Gruszka@Robert Wieckiewicz@Lukasz Simlat@Bartlomiej Topa@Agnieszka Warchulska@Eryk Lubos@Grazyna Szapolowska@Jacek Rozenek@Ewa Dalkowska@Redbad Klynstra@Adam Molak@Marta Dabrowska@Henryk Talar@Ryszard Radwanski@Joachim Lamza@Edward Zentara@Grzegorz Mitura@Robert Wabich@Aleksander Mikolajczak@Michal Banach@Bogdan Chrabota@John Weisgerber@David Jasmin@Phillip Goss@Piotr Pamula@Eric Stepniewski;Jan Hryniak
tt0026867;http://www.imdb.com/title/tt0026867/;The Phantom Empire;1935;245 min; 23 February 1935 (USA) ;Musical@Sci-Fi@Western; When the ancient continent of Mu sank beneath the ocean, some of its inhabitant survived in caverns beneath the sea. Cowboy singer Gene Autry stumbles upon the civilization, now buried beneath his own Radio Ranch. The Muranians have developed technology and weaponry such as television and ray guns. Their rich supply of radium draws unscrupulous speculators from the surface. The peaceful civilization of the Muranians is corrupted by the greed from above, and it becomes Autry's task to prevent all-out war, ideally without disrupting his regular radio show.                Written by Jim Beaver <jumblejim@prodigy.net>            ;  See all certifications »             ;English;6.3;10;318;22 user;        $70,000            ;ranch@radium@radio show@death ray@contract@singing cowboy@throne room@subterranean city@revolt@radio star@masked rider@framed for murder@fan club@escape@uranium@subterranean@robot@lost continent@lemuria@hidden civilization@serial; CHAP. 1 SINGING COWBOY: Professor Beetson and his associates arrive at Gene's Radio Ranch looking for a buried city and a fortune in radium. When Gene helps them look for the secret entrance to Murania located 25,000 feet below Radio Ranch, the Muranian Queen sends her men to kill Gene. CHAP. 2 THUNDER RIDERS: Wanting everyone off Radio Ranch so they can investigate in private, Beetson frames Gene for murder. CHAP. 3 LIGHTNING CHAMBER: In Murania Lord Argo is planning a revolution while on the surface Gene flees from the Sheriff in a car without brakes. CHAP. 4 PHANTOM BROADCAST: Still fleeing from the Sheriff Gene must make his radio broadcast or lose his contract and the ranch. CHAP. 5 BENEATH THE EARTH: Switching clothes with a Muranian, Gene is taken to the underground empire where the Queen sentences him to die. CHAP. 6 DISASTER FROM THE SKY: Gene tries to stop the radium bomb the Queen has sent to kill the riders on the surface. CHAP. 7 FROM DEATH TO LIFE: Declared dead the Queen sends Gene to the revival chamber so she can learn the name of the traitor that previously released him. CHAP. 8 JAWS OF JEOPARDY: Reaching the surface Gene takes Beetson's airplane but the Queen sends a ray that kills the engine and the plane crashes. CHAP. 9: PRISONERS OF THE RAY: Frankie and Betsy are taken to Murania. Escaping their captors they throw the switch that will enable Gene to find the secret surface entrance only to be apparently electrocuted. CHAP. 10 REBELLION: Gene tells the Queen that Argo is the traitor and learning of this, Argo starts the revolution. CHAP. 11 QUEEN IN CHAINS: Argo takes over control Murania and sentences the Queen to death. CHAP. 12 END OF MURANIA: Gene saves the Queen and locks Argo and his men in the room with the death ray which gets out of control. With the end of Murania imminent the Queen refuses to leave. Gene and the others reach the surface where Gene must still face the murder charge.              ;NA;NA;NA;Ernest Miller@William Nobles;Nat Levine;Gene Autry@Frankie Darro@Betsy King Ross@Dorothy Christy@Wheeler Oakman@Charles K. French@Warner Richmond@J. Frank Glendon@Smiley Burnette@Peter Potter@Edward Peil Sr.@Jack Carlyle@Chuck Baldra@Harry Blaeholder@Stanley Blystone@Don Brodie@Bob Burns@Fred Burns@Bob Card@Lane Chandler;Otto Brower@B. Reeves Eason
tt0037690;http://www.imdb.com/title/tt0037690/;The Falcon in San Francisco;1945;66 min; 25 July 1945 (USA) ;Crime@Mystery; On vacation, Tom Lawrence--The Falcon--and his Brooklyn-born sidekick 'Goldie' Locke meet cute with a little girl named Annie whose nurse has just been murdered. Accompanying Annie home, The Falcon is arrested for kidnapping, but bailed out of jail by a mysterious woman (Helm). A labyrinthine plot then unfurls involving silk smuggling, a steamship called the S.S. Citadel and an ex-bootlegger named Duke Monette.                Written by Marty McKee <mmckee@soltec.net>            ;  See all certifications »             ;English;6.5;10;317;11 user;NA;the falcon@nurse@smuggling@little girl@girl in pajamas@dog@shovelling coal@hiding in a closet@black and white@shipping company@punched in the face@black eye@explosion@boat@ship@barefoot girl@gangster@double cross@detective@valet@train porter@train conductor@taxi@taxi driver@suspect@stock footage@slang@short wave radio@series@san francisco california@redcap@pullman car@private detective@policeman@police officer@new york city@murder@murderer@killing@killer@investigator@investigation@hotel@hotel room@hotel lobby@hotel clerk@greed@gold@drinking@dowager@cigar smoking@cigarette smoking@chambermaid@california@butler@brooklyn accent@archive footage@1940s@eleventh part@sequel@character name in title; This is the warm-hearted story of a wholesome Terry Moore, whose late uncle Willie (James Gleason) is reincarnated as a thoroughbred horse. At least, as far as Ms. Moore is concerned, he is. The horse's name is October. Moore is tried for insanity, then becomes the subject of a book by a top psychologist (Glenn Ford), who falls in love with his subject.              ;NA;NA;NA;Paul Sawtell;Maurice Geraghty@Sid Rogell;Tom Conway@Rita Corday@Edward Brophy@Sharyn Moffett@Fay Helm@Robert Armstrong@Carl Kent@George Holmes@John Mylong@Dorothy Adams@Joan Beckstead@Sammy Blum@Kernan Cripps@Russell Custer@Myrna Dell@Ralph Dunn@Margaret Farrell@Jack Gargan;Joseph H. Lewis
tt0114015;http://www.imdb.com/title/tt0114015/;Nueba Yol;1995;106 min; 16 August 1995 (Dominican Republic) ;Comedy@Drama;NA;NA;Spanish;7.0;10;318;9 user;NA;NA; The dramatic story of Julian, a Dominican drug lord who despite his confinement in prison, was still able to maintain Dominican society in a state of suspense, for over 13 years. At the early age of 12, he witnessed the death of his father at the hands of local military authorities, during a well-meant attempt to hand-over a package of drugs he had incidentally found at sea while fishing. As a result of this experience, Julian develops a thirst for revenge that leads him to kill all those involved in his father's death. In the process he becomes a major drug lord and a very powerful headman within Dominican society. Nevertheless, despite his overwhelming power and easy access to everything and anything he could want out of life, he meets a woman who drives him to self-confrontation: Laura, who despite having experienced life events far more dramatic than those lived by Julian, decides to choose a path of love rather than one of vengeance. Ultimately, Julian carries-out his plan, which includes the murder of someone very dear to him, only to realize - through Laura - that his life is now far emptier than it ever was.              ;NA;NA;NA;PengBian Sang;Adrian Agramonte@Carlota Carretero@Rafael Cespedes@Rafael De Marchena@Richard Douglas@Victoria Kluge@Jose Lluberes@Archie Lopez@Luisito Marti@Lawrence Martin@Joseph Medina@Miguel Ángel Muniz@Elías Munoz@Manuel Pouerie;Luisito Marti@Caridad Ravelo@Raúl Carbonell@Rafael Villalona@Joel Garcia@Alfonso Zayas@Bersaida Vega@Rosalba Rolon@Manny Gironny@Ledesma@Rafael Decena@Graciela Mas@Carlota Carretero@Fermín Suárez@Rosmery 'Boquita' Almonte@Rina Mejia;Ángel Muniz
tt0210915;http://www.imdb.com/title/tt0210915/;Post Mortem;1999;92 min; 31 August 1999 (Canada) ;Crime@Drama@Romance; A mother who supports her child with a credit card scam and an accused rapist meet and form a unique bond.            ;NA;French;7.2;10;317;2 user;NA;rapist@credit card@two parts@thief@stealing@single mother@reincarnation@redemption@rape@rage@radio talk show@policeman@mother daughter relationship@morgue@morgue attendant@lying@love@life and death@introvert@flashback@film debut@fighting@desperation@cinema verite@blues music@beating@back from the dead@arrest@necrophilia@plot twist; Ever wanted to know what guys say when they get together? This light- hearted comedy explores the male world through an amateur hockey team. Every male stereotype is analyzed, comically of course.              ;NA;12;7;Guy Bélanger@Steve Hill;Lorraine Dufour;Gabriel Arcand@Sylvie Moreau@Hélene Loiselle@Sarah Lecomte-Bergeron@Ghislain Taschereau@Pierre Collin@Roger Léger@Vittorio Rossi@Pierre Legris@François Papineau@Réal Bossé@Jean-Guy Bouchard@Gaston Caron@Henri Chassé@Yves Bélanger@Michele Juneau@Frank Martel@Stefan Perrault@Jean Chouinard@Sylvain Rocheleau@Marcel Pomerlo@Stéphane Cheynis@Donald Gagnon@Fernand Brousseau@Allyson Daugherty@Steve Nave;Louis Bélanger
tt2248805;http://www.imdb.com/title/tt2248805/;Frits & Franky;2013;NA; 6 February 2013 (Belgium) ;Comedy; What does a person when a suitcase full of dirty money literally falls on his head ? Give the money back, hand it over to the police or spend it as fast as possible ? Frits and Franky resolutely opt for the latter.            ;NA;Dutch;5.5;10;319;|;NA;ampersand in title@character name in title; Forty-something Pascaline runs a restaurant and prepares the stylish dining room for Valentine's Day. How could she expect her lover of twenty years ago to appear and asks her to leave with him to Buenos Aires. Her patrons of the evening also cope with the unexpected. Thirty-something, bored housewife Rose informs her husband that she has a lover. Almost fifty Mia intends to commit suicide when she is courted by waiter Lesley. And inconspicuous civil servant Walter is wrecked by insecurity when seated in front of the woman of his dreams.              ;NA;NA;NA;Bert Embrechts;Mark Punt@Rachel van Bommel;Georgina Verbaan@Peter Paul Muller@Jack Wouterse@Axel Daeseleire@Peter Van den Begin@Sven De Ridder@Mathijs Scheepers@Manou Kersting@Eva Laurenssen@Reinhilde Decleir;Mark Punt
tt0116169;http://www.imdb.com/title/tt0116169/;Edie & Pen;1996;NA; 10 May 1996 (France) ;Comedy; Two women, Edie and Pen, go to Las Vegas to get a quick divorce from their husbands. They start chatting and become friendly. In a local bar they meet a man whose wife just left him. He becomes interested in bedding one of the girls. The women's newly formed friendship is tested when they find out that the soon to be fiancé of the first woman is in fact the ex husband of the second woman.                Written by anonymus            ;Rated PG-13 for sexual situations and language;English;5.7;10;319;6 user;NA;divorce@ampersand in title@three word title@independent film@title spoken by character@character name in title; Angelo, together with a group of five other people, is ordered by his father, an Italian mobster, to kill the son of an enemy of his, who has destroyed one of his buildings with a bomb. The problems grow bigger when they discover that the person they have to kill is really a nine-year-old.              ;NA;NA;NA;Chris Anderson;Matthew Irmas@Victoria Tennant@Susan Vanderbeek;Stockard Channing@Jennifer Tilly@Scott Glenn@Stuart Wilson@Chris Sarandon@Michael O'Keefe@Michael McKean@Randy Travis@Joanna Gleason@Beverly D'Angelo@Martin Mull@Louise Fletcher@Wendy Mull@Carol Ann Susi@Missy Hargraves@Jean Smart;Matthew Irmas
tt0457182;http://www.imdb.com/title/tt0457182/;Um Tiro no Escuro;2005;NA; 17 March 2005 (Portugal) ;Crime@Thriller@Drama; A baby is kidnapped in a Brazilian airport. Years later, the mother lives in Lisbon and works in a strip-tease bar so she can survive. When she is fired, she joins a gang of bank robbers...            ;NA;Portugal@Brazil;6.3;10;320;5 user;        €1,000,000         ;airport@stripper@lisbon portugal@teamwork@police work@mother daughter relationship@love@kidnapping@father daughter relationship@bank robbery; Thomas and Marianne, a feuding couple whose relationship has hit a wall, decide to spend a weekend at Thomas' uncle's lakeside cottage. This is their last chance to save their relationship, which has been jeopardized by Marianne's meaningless flirtations and Thomas' uncontrollable jealousy. As they arrive, a restless yet charming neighbor welcomes them into their house and, realizing that Thomas' uncle and girlfriend will not be showing up for days, suggests they share the dinner he has prepared. The drunken night that follows - with this man, who might not be who he seems to be, pushing his charms on Marianne - leads to a weekend of blurred emotions and events, where loyalties, guilt and a shared secret will test the young couple's ability to survive.              ;NA;NA;2;José Afonso@Elvis Veiguinha;Tino Navarro;Joaquim de Almeida@Vanessa Mesquita@Filipe Duarte@Ivo Canelas@Miguel Borges@Margarida Marinho@Cristina Cunha@Joao Lagarto@Almeno Gonçalves@Ines Costa@Orlando Costa@Sandra Cóias@Durval Lucena@Fernando Lupach@Raquel Maria@António Melo@Miguel Melo@Joaquim Nicolau@Joao Maria Pinto@Sofia Reis;Leonel Vieira
tt0830938;http://www.imdb.com/title/tt0830938/;Overnight;2007;NA; 4 October 2007 (Hungary) ;Drama; 24 hours from the life of a Hungarian stock-broker.            ;NA;German@English@Hindi@Hungarian@Russian;5.0;10;317;2 user;        HUF 410,000,000    ;unwanted pregnancy@laptop@businessman@auction@stress@abortion@pregnancy test@taxi@budapest hungary@india@business life@demonstrator@yuppie@stock exchange@stockbroker@trade@money@broker; Mirage tells the story of an African football player in a small Hungarian town, who commits a crime and has to flee. He finds refuge on a farm deep in the Hungarian flatland. Soon he realizes that the farm is a modern slave camp where he is forced to fight for his freedom and ultimately his life.              ;NA;NA;NA;Moritz Denis@Eike Hosenfeld;Iván Angelusz@Leander Carell@Marijke Desouza@Kirk Dias@Saurabh Kabra@Patrick Knippel@Gábor Kovács@Ági Pataki@András Poós@Péter Reich@Steffen Reuter@Oliver Röpke@Roopak Saluja@Andrea Taschler;Viktor Bodó@Kata Peto@Hanns Zischler@Artur Szocs@Enikö Eszenyi@Gábor Máté@Roopak Saluja@Vilmos Vajdai@Béla Mészáros@Tilo Werner@Ervin Nagy@Dorka Gryllus@Dorina Martinovics@Gergely Kovács@József Gyabronka@András Schlanger@Zoltán Mucsi;Ferenc Török
tt1674098;http://www.imdb.com/title/tt1674098/;Pájaros volando;2010;NA; 5 August 2010 (Argentina) ;Comedy;NA;NA;Argentina;6.0;10;320;NA;NA;NA; The film tells the life of Tito Pereyra since his childhood in a town of Tucuman (with an absent father) until the 1980 s in Buenos Aires, when democracy was restored. During that period he makes decisions that will change his life forever.It shows a human being with both bright and dark aspects, whose contrasts seem to determine his destiny.              ;NA;NA;NA;Pablo Borghi;Marcelo Schapces@Maria Vacas;Diego Capusotto@Luis Luque@Verónica Llinás@Alejandra Flechner@Damián Dreizik@Vanessa Weinberg@Juan Carlos Mesa@Osky Guzmán@Tahiel Arevalo@Lola Berthet@Atilio Pozzobon@Claudia Puyó@Miguel Cantilo@Norberto Verea@Miguel Zabaleta@Adolfo Sánchez@Jacquie Decibe@Sonia Boll@Eduardo Calvo@Antonio Cafiero@Víctor Hugo Morales;Néstor Montalbano
tt0061626;http://www.imdb.com/title/tt0061626/;Enter Laughing;1967;112 min; 25 February 1967 (USA) ;Comedy@Romance; David Kolowitz, a nice young man living with his parents in New York City in 1938, works at a machine repair shop. His parents want David to study to become a pharmacist. But what he really wants is to be an actor like his idol, Ronald Colman. One day, at his friend Marvin's suggestion, David tries out for a part in a play, and gets it, despite his obvious lack of acting experience (not to mention ability). True, it's a rather small part in a low-rent production. Leading the troupe is a washed-up, alcoholic actor who hires David at the urging of his actress-daughter, who finds David "cute." To play his part, David must come up with his own costume - a tuxedo - and pay the house five dollars a week, ostensibly for tuition. But it is David's first acting job, one which calls for him to "enter laughing." And if it doesn't work out - well, there's always pharmacy school.                Written by Eugene Kim <genekim@concentric.net>            ;NA;English;6.4;10;318;14 user;NA;acting@new york city@pharmacist@two word title@semi autobiographical@forced laughter@stage fright@starstruck@theater@cemetery@domineering mother@amateur theater@based on novel@based on play; Charlie is a sad sack of a man, working at a depressingly dull office job and stuck in a passionless engagement to a neurotic woman. One of the few bright spots in his life is his friend Mike, who seems to be living a life of carefree bohemianism. When the two end up on a long road trip together, they are forced to re-examine their lives and worldviews. Mike may have independence in some ways, but it has come at a price. Charlie, in turn, may feel trapped, but how much of the trap is of his own making?              ;NA;NA;NA;Quincy Jones;Kurt Neumann@Carl Reiner@Joseph Stein;José Ferrer@Shelley Winters@Elaine May@Jack Gilford@Janet Margolin@David Opatoshu@Michael J. Pollard@Don Rickles@Richard Deacon@Nancy Kovack@Reni Santoni@Herbie Faye@Rob Reiner@Danny Stein@Milton Frome@Lillian Adams@Mantan Moreland@Patrick Campbell@Peter Brocco@Phil Arnold@Ralph Montgomery@Arthur Tovey@John Bell Young;Carl Reiner
tt1322324;http://www.imdb.com/title/tt1322324/;Intim fejlövés;2009;74 min; 4 June 2009 (Hungary) ;Comedy@Crime@Drama;NA;NA;Hungarian;6.5;10;318;NA;        HUF 7,000,000      ;NA; The Roma Viktoria leaves her home town of Budapest to earn the big money in Switzerland. Every night she finds herself as a prostitute in the back alleys of Zurich. Although surrounded by greed, fast sex and violence she also finds friendship, love and herself.              ;NA;NA;NA;András Petrik;Iván Angelusz@Gabi Göbl@Katalin Harrer@Gábor Rajna@Péter Reich@Gábor Sipos@Dóra Szücs@Andrea Taschler;Gyözö Szabó@Tibor Gáspár@Lehel Kovács@Zsolt Huszár@Eszter Nagy-Kálózy@Kata Gáspár@Éva Botos@Eszter Várkonyi@Zsolt Nagy@Eszter Földes@Vince Zrínyi Gál@Béla Stubnya@Kati Andai@Júlia Zeck@András Réthelyi@Bea Lass@Peter Linka@András Kovács M.@Norbert Köbli@Laska Pál@Frank Rizzo;Péter Szajki
